"AppID","Name","Price"
"1959980","The Machine Playtest","0,00"
"1982460","卧龙觉醒","0,00"
"1958940","PANDO Engines Playtest","0,00"
"791990","MOBA GM","0,00"
"1809430","Primal Dominion Playtest","0,00"
"1599340","Lost Ark","0,00"
"1059120","Kinoko","0,00"
"1854650","Post-Apo Builder Playtest","0,00"
"1530150","Worn Thin","0,00"
"598070","Nevrosa: Prelude","0,00"
"1101170","Mage Mania","0,00"
"1764650","Nuclear Drifter","0,00"
"1742720","Spider Game Playtest","0,00"
"1504950","Rogue Card Playtest","0,00"
"1764490","SunnySide Playtest","0,00"
"507210","The Wire","0,00"
"460850","Allumette","0,00"
"1453140","Abyss The Forgotten Past: Prologue","0,00"
"259020","Dragon's Prophet","0,00"
"760510","Cat Burglar: A Tail of Purrsuit","0,00"
"742170","Dr. Frank's Build a Boyfriend","0,00"
"686340","Insanity VR: Last Score","0,00"
"434740","Lichtspeer","0,00"
"569180","MakeVR Pro","0,00"
"1743920","Make Your Kingdom Playtest","0,00"
"563470","Reaping Rewards","0,00"
"491770","Deformers","0,00"
"1572910","Bouncy Cloud","0,00"
"1838590","Thief Simulator 2 Playtest","0,00"
"893560","Spire of Sorcery – Character Generator","0,00"
"1356970","Escape from Poalet","0,00"
"1696290","Hoop the Loop","0,00"
"771320","Amazing Trivia","0,00"
"1477870","Elemental","0,00"
"950860","Spiral Clicker","0,00"
"1754510","CyberWhiskey: Guy's Room","0,00"
"343730","Irrational Exuberance: Prologue","0,00"
"1780300","Hello World","0,00"
"397180","Command: Northern Inferno","0,00"
"1805080","Reta Tus Habilidades","0,00"
"1983430","Viltnemda","0,00"
"1917630","索罗灵魂之戒","0,00"
"550240","After Life - Story of a Father","0,00"
"1016970","Ellen and the Degenerates RPG","0,00"
"1401170","World War 2: Strategy Simulator","0,00"
"501630","CyberLink PowerDirector 15 Ultra","0,00"
"1178330","名媛女友-Girlfriend invites","0,00"
"826440","Sable Maze: Forbidden Garden Collector's Edition","0,00"
"314850","Haunted House: Cryptic Graves","0,00"
"1427150","The Episodic","0,00"
"1218260","Sono","0,00"
"1634210","Puzz/LR","0,00"
"1933590","Trails of Illusion","0,00"
"625080","FlatOut 4: Total Insanity Workshop Tool","0,00"
"1600520","Project Lonely Fish Playtest","0,00"
